nama,alamat,nama_bangunan,nama_jalan,rt,rw,kelurahan,kecamatan,kota,kode_pos,telepon,fax,selular,ukuran_usaha,kategori_usaha,kegiatan_usaha,jenis_usaha,siup,npwp
PEDAGANG MINUMAN RINGAN OMAN,"Jl. Sultan Hasanudin, Jakarta Selatan",,Jl. Sultan Hasanudin,,,,,Jakarta Selatan,,,,,Usaha Mikro ,Perdagangan,,PERORANGAN,,
PEDAGANG MINUMAN RINGAN ROHAMAH,"Jl. Harsono Rm Gg. Gani, Jakarta Selatan",,Jl. Harsono Rm Gg. Gani,,,,,Jakarta Selatan,,92776732,,,Usaha Mikro ,Perdagangan,,PERORANGAN,,
PEDAGANG MINUMAN RINGAN ZAZID,"Jl. Sultan Hasanudin, Jakarta Selatan",,Jl. Sultan Hasanudin,,,,,Jakarta Selatan,,,,,Usaha Mikro ,Perdagangan,,PERORANGAN,,
PEDAGANG MINUMAN SEGAR ISHAK,"Jl. H Tolib, Jakarta Selatan",,Jl. H Tolib,,,,,Jakarta Selatan,,,,,Usaha Mikro ,Perdagangan,,PERORANGAN,,
PEDAGANG MINUMAN SOFYAN,"Jl. H Pekir 3 No. 7, Jakarta Selatan",,Jl. H Pekir 3 No. 7,,,,,Jakarta Selatan,,5328815,,,Usaha Mikro ,Perdagangan,,PERORANGAN,,
PEDAGANG MINUMAN TEMULAWAK DIDI,"Jl. Pengadengan Timur III  No. 32 A, Jakarta Selatan",,Jl. Pengadengan Timur III  No. 32 A,,,,,Jakarta Selatan,,,,,Usaha Mikro ,Perdagangan,,PERORANGAN,,
PEDAGANG MINYAK HARI,"Jl. Menteng Atas, Jakarta Selatan",,Jl. Menteng Atas,,,,,Jakarta Selatan,,,,,Usaha Mikro ,Perdagangan,,PERORANGAN,,
PEDAGANG MINYAK SUTISNA,"Jl. Masjid Al Makmur, Jakarta Selatan",,Jl. Masjid Al Makmur,,,,,Jakarta Selatan,,9234847,,,Usaha Mikro ,Perdagangan,,PERORANGAN,,
PEDAGANG MINYAK TANAH ALI,"Jl. Mampang Prapatan 7, RT001/006, Jakarta Selatan",,Jl. Mampang Prapatan 7,001,006,,,Jakarta Selatan,,,,,Usaha Mikro ,Perdagangan,,PERORANGAN,,
PEDAGANG MINYAK TANAH DARYONO,"Jl. Kenanga Raya No. 12, Jakarta Selatan",,Jl. Kenanga Raya No. 12,,,,,Jakarta Selatan,,,,,Usaha Mikro ,Perdagangan,,PERORANGAN,,
PEDAGANG MINYAK TANAH HANIF,"Jl. Gurame No. 1, Jakarta Selatan",,Jl. Gurame No. 1,,,,,Jakarta Selatan,,7829220,,,Usaha Mikro ,Perdagangan,,PERORANGAN,,
PEDAGANG MINYAK TANAH MUKLAS,"Jl. H Muslim, Jakarta Selatan",,Jl. H Muslim,,,,,Jakarta Selatan,,021-7657431,,,Usaha Mikro ,Perdagangan,,PERORANGAN,,
PEDAGANG MINYAK TANAH PAIMAN,"Jl. H Jian, Jakarta Selatan",,Jl. H Jian,,,,,Jakarta Selatan,,,,,Usaha Mikro ,Perdagangan,,PERORANGAN,,
PEDAGANG MINYAK TANAH PIKAL,"Jl. Kemang Utara, Jakarta Selatan",,Jl. Kemang Utara,,,,,Jakarta Selatan,,,,,Usaha Mikro ,Perdagangan,,PERORANGAN,,
PEDAGANG MINYAK TANAH SUKIJO,"Jl. Mampang Raya, Jakarta Selatan",,Jl. Mampang Raya,,,,,Jakarta Selatan,,,,,Usaha Mikro ,Perdagangan,,PERORANGAN,,
PEDAGANG NAI GORENG DIRAN,"Jl. Sawa Lunto, Jakarta Selatan",,Jl. Sawa Lunto,,,,,Jakarta Selatan,,,,,Usaha Mikro ,Perdagangan,,PERORANGAN,,
PEDAGANG NASI DAN LAUK PAUK YATI,"Jl. Damai IV No. 35, Jakarta Selatan",,Jl. Damai IV No. 35,,,,,Jakarta Selatan,,7372217,,,Usaha Mikro ,Perdagangan,,PERORANGAN,,
PEDAGANG NASI DAN MIE GORENG BAMBANG,"Jl. Muria Menteng Atas, Jakarta Selatan",,Jl. Muria Menteng Atas,,,,,Jakarta Selatan,,,,,Usaha Mikro ,Perdagangan,,PERORANGAN,,
PEDAGANG NASI DAN MIE GORENG DIMAS,"Jl. Muria, Jakarta Selatan",,Jl. Muria,,,,,Jakarta Selatan,,,,,Usaha Mikro ,Perdagangan,,PERORANGAN,,
PEDAGANG NASI DAN PECEL LELE SUKIRMAN,"Jl. Rasamala 7 No. 36, Jakarta Selatan",,Jl. Rasamala 7 No. 36,,,,,Jakarta Selatan,,02183795518,,,Usaha Mikro ,Perdagangan,,PERORANGAN,,
PEDAGANG NASI ENDANG,"Jl. Bambu Kuning, Jakarta Selatan",,Jl. Bambu Kuning,,,,,Jakarta Selatan,,,,,Usaha Mikro ,Perdagangan,Dagang nasi dan lauk pauk,PERORANGAN,,
PEDAGANG NASI GORENG UCA,"Jl. Hang Jebat 03 Kompek Depkes, Jakarta Selatan",,Jl. Hang Jebat 03 Kompek Depkes,,,,,Jakarta Selatan,,,,,Usaha Mikro ,Perdagangan,,PERORANGAN,,
PEDAGANG NASI GORENG AMIRUDIN,"Jl. Pulo Cempaka 2, Jakarta Selatan",,Jl. Pulo Cempaka 2,,,,,Jakarta Selatan,,,,,Usaha Mikro ,Perdagangan,,PERORANGAN,,
PEDAGANG NASI GORENG ANAM,"Jl. Petagogan I Gg. Iii, Jakarta Selatan",,Jl. Petagogan I Gg. Iii,,,,,Jakarta Selatan,,,,,Usaha Mikro ,Perdagangan,,PERORANGAN,,
PEDAGANG NASI GORENG ANAS,"Jl. Muria I No. 27, Jakarta Selatan",,Jl. Muria I No. 27,,,,,Jakarta Selatan,,,,,Usaha Mikro ,Perdagangan,,PERORANGAN,,
PEDAGANG NASI GORENG AOR,"Jl. Pedurenan Masjid, Jakarta Selatan",,Jl. Pedurenan Masjid,,,,,Jakarta Selatan,,,,,Usaha Mikro ,Perdagangan,,PERORANGAN,,
PEDAGANG NASI GORENG ARIFIN,"Jl. Juraganan, Jakarta Selatan",,Jl. Juraganan,,,,,Jakarta Selatan,,,,,Usaha Mikro ,Perdagangan,,PERORANGAN,,
PEDAGANG NASI GORENG BEJU,"Jl. Bangka Amal I, Jakarta Selatan",,Jl. Bangka Amal I,,,,,Jakarta Selatan,,,,,Usaha Mikro ,Perdagangan,,PERORANGAN,,
PEDAGANG NASI GORENG BPK MOH BASUNI,"Jl. Swadaya I, Jakarta Selatan",,Jl. Swadaya I,,,,,Jakarta Selatan,,,,,Usaha Mikro ,Perdagangan,,PERORANGAN,,
PEDAGANG NASI GORENG DEDEN,"Jl. Sahid, Jakarta Selatan",,Jl. Sahid,,,,,Jakarta Selatan,,,,,Usaha Mikro ,Jasa,,PERORANGAN,,
PEDAGANG NASI GORENG FAISAL,"Jl. H.Banan No. 20, Jakarta Selatan",,Jl. H.Banan No. 20,,,,,Jakarta Selatan,,081380182721,,,Usaha Mikro ,Perdagangan,,PERORANGAN,,
PEDAGANG NASI GORENG IWAN,"Jl. Villa Sawo, Jakarta Selatan",,Jl. Villa Sawo,,,,,Jakarta Selatan,,,,,Usaha Mikro ,Perdagangan,,PERORANGAN,,
PEDAGANG NASI GORENG JANURI,"Jl. Maria Dalam, Jakarta Selatan",,Jl. Maria Dalam,,,,,Jakarta Selatan,,,,,Usaha Mikro ,Perdagangan,,PERORANGAN,,
PEDAGANG NASI GORENG JOHAN,"Jl. Kubis Ii, Jakarta Selatan",,Jl. Kubis Ii,,,,,Jakarta Selatan,,,,,Usaha Mikro ,Perdagangan,,PERORANGAN,,
PEDAGANG NASI GORENG KUMIS,"Jl. M Kahfi II Gg. Cupang, Jakarta Selatan",,Jl. M Kahfi II Gg. Cupang,,,,,Jakarta Selatan,,78882690,,,Usaha Mikro ,Perdagangan,,PERORANGAN,,
PEDAGANG NASI GORENG MARNAN,"Jl. H Naim 3, Jakarta Selatan",,Jl. H Naim 3,,,,,Jakarta Selatan,,,,,Usaha Mikro ,Perdagangan,,PERORANGAN,,
PEDAGANG NASI GORENG NASEH,"Jl. Muria Dalam No. 15, Jakarta Selatan",,Jl. Muria Dalam No. 15,,,,,Jakarta Selatan,,,,,Usaha Mikro ,Perdagangan,,PERORANGAN,,
PEDAGANG NASI GORENG ROHIDIN,"Jl. Maria Dalam, Jakarta Selatan",,Jl. Maria Dalam,,,,,Jakarta Selatan,,,,,Usaha Mikro ,Perdagangan,,PERORANGAN,,
PEDAGANG NASI GORENG SABAR,"Jl. Karet Karya, Jakarta Selatan",,Jl. Karet Karya,,,,,Jakarta Selatan,,,,,Usaha Mikro ,Perdagangan,,PERORANGAN,,
PEDAGANG NASI GORENG SAHUDI,"Jl. Maria Dalam, Jakarta Selatan",,Jl. Maria Dalam,,,,,Jakarta Selatan,,,,,Usaha Mikro ,Perdagangan,,PERORANGAN,,
PEDAGANG NASI GORENG SARKAWI,"Jl. Rasamala Iv, Jakarta Selatan",,Jl. Rasamala Iv,,,,,Jakarta Selatan,,,,,Usaha Mikro ,Perdagangan,,PERORANGAN,,
PEDAGANG NASI GORENG SRI,"Jl. Sawo Bawah, Jakarta Selatan",,Jl. Sawo Bawah,,,,,Jakarta Selatan,,,,,Usaha Mikro ,Perdagangan,,PERORANGAN,,
PEDAGANG NASI GORENG SUMARNO,"Jl. Wijaya 8, Jakarta Selatan",,Jl. Wijaya 8,,,,,Jakarta Selatan,,,,,Usaha Mikro ,Perdagangan,,PERORANGAN,,
PEDAGANG NASI GORENG SURIP,"Jl. Damai Raya, Jakarta Selatan",,Jl. Damai Raya,,,,,Jakarta Selatan,,,,,Usaha Mikro ,Perdagangan,,PERORANGAN,,
PEDAGANG NASI GORENG SUTRISNO,"Jl. Karbela Gg. Cc, Jakarta Selatan",,Jl. Karbela Gg. Cc,,,,,Jakarta Selatan,,,,,Usaha Mikro ,Perdagangan,Dagang nasi goreng dan mie goreng,PERORANGAN,,
PEDAGANG NASI GORENG TORO,"Jl. Senopati Ii, Jakarta Selatan",,Jl. Senopati Ii,,,,,Jakarta Selatan,,,,,Usaha Mikro ,Perdagangan,,PERORANGAN,,
PEDAGANG NASI GORENG WAJIM,"Jl. Pengadegan Timur 1 No. 56, Jakarta Selatan",,Jl. Pengadegan Timur 1 No. 56,,,,,Jakarta Selatan,,,,,Usaha Mikro ,Perdagangan,,PERORANGAN,,
PEDAGANG NASI GORENG WANDI,"Jl. Mampang Prapatan V  No. 36, RT009/006, Jakarta Selatan",,Jl. Mampang Prapatan V  No. 36,009,006,,,Jakarta Selatan,,,,,Usaha Mikro ,Perdagangan,,PERORANGAN,,
PEDAGANG NASI GORENG WARSAT,"Jl. Bina Harapan, Jakarta Selatan",,Jl. Bina Harapan,,,,,Jakarta Selatan,,,,,Usaha Mikro ,Perdagangan,,PERORANGAN,,
PEDAGANG NASI GORENG YENI,"Jl. Bangka Ii, Jakarta Selatan",,Jl. Bangka Ii,,,,,Jakarta Selatan,,,,,Usaha Mikro ,Perdagangan,,PERORANGAN,,
PEDAGANG NASI GUDEG MUJIMIN,"Jl. Barito I Js 30 No. 14, Jakarta Selatan",,Jl. Barito I Js 30 No. 14,,,,,Jakarta Selatan,,,,,Usaha Mikro ,Perdagangan,,PERORANGAN,,
PEDAGANG NASI HILMI,"Jl. Mampang Prapatan XIV Gg. V No. 22, Jakarta Selatan",,Jl. Mampang Prapatan XIV Gg. V No. 22,,,,,Jakarta Selatan,,0217941591,,,Usaha Mikro ,Perdagangan,Dagang nasi dan lauk pauk,PERORANGAN,,
PEDAGANG NASI JONI,"Jl. P Polim 1 Ujung, Jakarta Selatan",,Jl. P Polim 1 Ujung,,,,,Jakarta Selatan,,081380254963,,,Usaha Mikro ,Perdagangan,,PERORANGAN,,
PEDAGANG NASI KUNING ATIKAH,"Jl. Bukit Duri Barat No. 218a, Jakarta Selatan",,Jl. Bukit Duri Barat No. 218a,,,,,Jakarta Selatan,,,,,Usaha Mikro ,Perdagangan,,PERORANGAN,,
PEDAGANG NASI MARTUZI,"Jl. Panglima Polim, Jakarta Selatan",,Jl. Panglima Polim,,,,,Jakarta Selatan,,,,,Usaha Mikro ,Perdagangan,Dagang nasi dan lauk pauk,PERORANGAN,,
PEDAGANG NASI MUIN,Kantin Surabaya Rs Marinir Cilandak No. 24,Kantin Surabaya Rs Marinir Cilandak No. 24,,,,,,Jakarta Selatan,,7811577,,,Usaha Mikro ,Perdagangan,,PERORANGAN,,
PEDAGANG NASI MULYADI,"Jl. Ypac, Jakarta Selatan",,Jl. Ypac,,,,,Jakarta Selatan,,,,,Usaha Mikro ,Perdagangan,Dagang nasi dan lauk pauk,PERORANGAN,,
PEDAGANG NASI PURWANTO,"Jl. Hang Tuah 09, Jakarta Selatan",,Jl. Hang Tuah 09,,,,,Jakarta Selatan,,,,,Usaha Mikro ,Perdagangan,,PERORANGAN,,
PEDAGANG NASI RAKINO,"Jl. Damai 3, Jakarta Selatan",,Jl. Damai 3,,,,,Jakarta Selatan,,,,,Usaha Mikro ,Perdagangan,Dagang nasi dan lauk pauk,PERORANGAN,,
PEDAGANG NASI RAMES JAENAL,"Jl. Falatehan Raya, Jakarta Selatan",,Jl. Falatehan Raya,,,,,Jakarta Selatan,,,,,Usaha Mikro ,Perdagangan,,PERORANGAN,,
PEDAGANG NASI RAMES KASIONO,"Jl. Wijaya 6, Jakarta Selatan",,Jl. Wijaya 6,,,,,Jakarta Selatan,,,,,Usaha Mikro ,Perdagangan,,PERORANGAN,,
PEDAGANG NASI RAMES KLIWON,"Jl. Melawai Vi, Jakarta Selatan",,Jl. Melawai Vi,,,,,Jakarta Selatan,,,,,Usaha Mikro ,Perdagangan,,PERORANGAN,,
PEDAGANG NASI RAMES NANI,"Jl. Setia Budi Tengah, Jakarta Selatan",,Jl. Setia Budi Tengah,,,,,Jakarta Selatan,,,,,Usaha Mikro ,Perdagangan,Dagang nasi dan lauk pauk,PERORANGAN,,
PEDAGANG NASI RAMES SOPIAH,"Jl. Wijaya 8, Jakarta Selatan",,Jl. Wijaya 8,,,,,Jakarta Selatan,,,,,Usaha Mikro ,Perdagangan,,PERORANGAN,,
PEDAGANG NASI SRI,"Jl. Mampang Prapatan No. 15 B, Jakarta Selatan",,Jl. Mampang Prapatan No. 15 B,,,,,Jakarta Selatan,,,,,Usaha Mikro ,Perdagangan,,PERORANGAN,,
PEDAGANG NASI SUDIANA,"Jl. Adityawarman, Jakarta Selatan",,Jl. Adityawarman,,,,,Jakarta Selatan,,,,,Usaha Mikro ,Perdagangan,,PERORANGAN,,
PEDAGANG NASI UDUK ETI,"Jl. Petogogan I Gg. I  No. 45, RT002/011, Jakarta Selatan",,Jl. Petogogan I Gg. I  No. 45,002,011,,,Jakarta Selatan,,,,,Usaha Mikro ,Perdagangan,,PERORANGAN,,
PEDAGANG NASI UDUK FATIMAH,"Jl. Bangka Iv, Jakarta Selatan",,Jl. Bangka Iv,,,,,Jakarta Selatan,,,,,Usaha Mikro ,Perdagangan,,PERORANGAN,,
PEDAGANG NASI UDUK FITRI,"Jl. Minangkabau Dalam, Jakarta Selatan",,Jl. Minangkabau Dalam,,,,,Jakarta Selatan,,,,,Usaha Mikro ,Perdagangan,,PERORANGAN,,
PEDAGANG NASI UDUK IKA,"Jl. Kh Mahmud Buntu, Jakarta Selatan",,Jl. Kh Mahmud Buntu,,,,,Jakarta Selatan,,,,,Usaha Mikro ,Perdagangan,,PERORANGAN,,
PEDAGANG NASI UDUK KHOSINI,"Jl. Kemang Iv, Jakarta Selatan",,Jl. Kemang Iv,,,,,Jakarta Selatan,,,,,Usaha Mikro ,Perdagangan,,PERORANGAN,,
PEDAGANG NASI UDUK RUSMINAH,"Jl. H Pekir No. 17, Jakarta Selatan",,Jl. H Pekir No. 17,,,,,Jakarta Selatan,,,,,Usaha Mikro ,Perdagangan,,PERORANGAN,,
PEDAGANG NASI UDUK SAIDAH,"Jl. Raya Akses Ui, Jakarta Selatan",,Jl. Raya Akses Ui,,,,,Jakarta Selatan,,,,,Usaha Mikro ,Perdagangan,,PERORANGAN,,
PEDAGANG NASI UDUK SALNA,"Jl. Tegal Parang Utara V, Jakarta Selatan",,Jl. Tegal Parang Utara V,,,,,Jakarta Selatan,,081315199015,,,Usaha Mikro ,Perdagangan,,PERORANGAN,,
PEDAGANG NASI UDUK SUGI WALUYO,"Jl. Simprug Golf 2, Jakarta Selatan",,Jl. Simprug Golf 2,,,,,Jakarta Selatan,,,,,Usaha Mikro ,Perdagangan,,PERORANGAN,,
PEDAGANG NASI UDUK TURDI,"Jl. Bangka, Jakarta Selatan",,Jl. Bangka,,,,,Jakarta Selatan,,,,,Usaha Mikro ,Perdagangan,,PERORANGAN,,
PEDAGANG NASI UDUK UJANG,"Jl. Harsono Rm No. 35, Jakarta Selatan",,Jl. Harsono Rm No. 35,,,,,Jakarta Selatan,,78847443,,,Usaha Mikro ,Perdagangan,,PERORANGAN,,
PEDAGANG NASI UDUK YITNO,"Jl. Limo, Jakarta Selatan",,Jl. Limo,,,,,Jakarta Selatan,,,,,Usaha Mikro ,Perdagangan,,PERORANGAN,,
PEDAGANG NASI ULAM YANI,Mp Prapatan,Mp Prapatan,,,,,,Jakarta Selatan,,79194857,,,Usaha Mikro ,Perdagangan,,PERORANGAN,,
PEDAGANG NASI ULAM IBU AMSYAH,"Jl. Rasamala VII No. 10, Jakarta Selatan",,Jl. Rasamala VII No. 10,,,,,Jakarta Selatan,,0218319445,,,Usaha Mikro ,Perdagangan,Dagang nasi ulam dan gorengan,PERORANGAN,,
PEDAGANG NASI URAP HJ DJUARIAH,"Jl. Kemandoran Pluis, Jakarta Selatan",,Jl. Kemandoran Pluis,,,,,Jakarta Selatan,,,,,Usaha Mikro ,Perdagangan,,PERORANGAN,,
PEDAGANG NASI YANTI,"Jl. Tebah Ii, Jakarta Selatan",,Jl. Tebah Ii,,,,,Jakarta Selatan,,,,,Usaha Mikro ,Perdagangan,,PERORANGAN,,
PEDAGANG ONDERDIL MOTOR BEKAS WAHYU,"Jl. Marsela 1 Blok G, Jakarta Selatan",,Jl. Marsela 1 Blok G,,,,,Jakarta Selatan,,,,,Usaha Mikro ,Perdagangan,,PERORANGAN,,
PEDAGANG ONDERDIL RIDUANUDIN,"Jl. Kyai Maja Ps Tm Puring Blok O No. 19, Jakarta Selatan",,Jl. Kyai Maja Ps Tm Puring Blok O No. 19,,,,,Jakarta Selatan,,,,,Usaha Mikro ,Perdagangan,Menjual onderdil dan asesoris mobil,PERORANGAN,,
PEDAGANG OTAK-OTAK TOLE,Gg H Saman,Gg H Saman,,,,,,Jakarta Selatan,,,,,Usaha Mikro ,Perdagangan,,PERORANGAN,,
PEDAGANG PAKAAIN HARTININGSIH,Asrama Brimob Menteng Pulo Rt 02 Rw 14,Asrama Brimob Menteng Pulo Rt 02 Rw 14,,,,,,Jakarta Selatan,,,,,Usaha Mikro ,Perdagangan,,PERORANGAN,,
PEDAGANG PAKAIAN AMIH,"Jl. Cipedak Raya, Jakarta Selatan",,Jl. Cipedak Raya,,,,,Jakarta Selatan,,,,,Usaha Mikro ,Perdagangan,,PERORANGAN,,
PEDAGANG PAKAIAN ASEP,"Jl. Melawai IX, Jakarta Selatan",,Jl. Melawai IX,,,,,Jakarta Selatan,,,,,Usaha Mikro ,Perdagangan,,PERORANGAN,,
PEDAGANG PAKAIAN BACHUN,"Jl. Melawai Iii, Jakarta Selatan",,Jl. Melawai Iii,,,,,Jakarta Selatan,,,,,Usaha Mikro ,Perdagangan,,PERORANGAN,,
PEDAGANG PAKAIAN BARI,"Jl. Praja Dalam F, Jakarta Selatan",,Jl. Praja Dalam F,,,,,Jakarta Selatan,,02172800335,,,Usaha Mikro ,Perdagangan,,PERORANGAN,,
PEDAGANG PAKAIAN BARKAH,"Jl. Pedurenan I Pasar Ciplak, Jakarta Selatan",,Jl. Pedurenan I Pasar Ciplak,,,,,Jakarta Selatan,,,,,Usaha Mikro ,Perdagangan,,PERORANGAN,,
PEDAGANG PAKAIAN CHEVAL,Pasaraya Grande,Pasaraya Grande,,,,,,Jakarta Selatan,,,,,Usaha Mikro ,Perdagangan,,PERORANGAN,,
PEDAGANG PAKAIAN COLLOR BOX,Pasaraya Grande,Pasaraya Grande,,,,,,Jakarta Selatan,,0216349977,,,Usaha Mikro ,Perdagangan,,PERORANGAN,,
PEDAGANG PAKAIAN DUST,Pasaraya Grande,Pasaraya Grande,,,,,,Jakarta Selatan,,0216911795,,,Usaha Mikro ,Perdagangan,,PERORANGAN,,
PEDAGANG PAKAIAN ERLINDA,lt. Dasar Ps Blok A,lt. Dasar Ps Blok A,,,,,,Jakarta Selatan,,,,,Usaha Mikro ,Perdagangan,,PERORANGAN,,
PEDAGANG PAKAIAN ERNI,"Jl. Swadarma II Dalam, Jakarta Selatan",,Jl. Swadarma II Dalam,,,,,Jakarta Selatan,,021-68499805,,,Usaha Mikro ,Perdagangan,Dagang pakaian anak dan dewasa,PERORANGAN,,
PEDAGANG PAKAIAN FIRMAN,"Jl. Melawai III Sebelah Timur, Jakarta Selatan",,Jl. Melawai III Sebelah Timur,,,,,Jakarta Selatan,,,,,Usaha Mikro ,Perdagangan,,PERORANGAN,,
PEDAGANG PAKAIAN HIMIDAH,Samping Terminal Pasar Minggu,Samping Terminal Pasar Minggu,,,,,,Jakarta Selatan,,081314551272,,,Usaha Mikro ,Perdagangan,,PERORANGAN,,
PEDAGANG PAKAIAN IJUL,"Jl. Maria Dalam, Jakarta Selatan",,Jl. Maria Dalam,,,,,Jakarta Selatan,,,,,Usaha Mikro ,Perdagangan,,PERORANGAN,,
PEDAGANG PAKAIAN IRA,"Jl. S Hasanudin Dalam, Jakarta Selatan",,Jl. S Hasanudin Dalam,,,,,Jakarta Selatan,,,,,Usaha Mikro ,Perdagangan,,PERORANGAN,,
PEDAGANG PAKAIAN IRFAN,"Jl. Melawai III Sebelah Timur, Jakarta Selatan",,Jl. Melawai III Sebelah Timur,,,,,Jakarta Selatan,,,,,Usaha Mikro ,Perdagangan,,PERORANGAN,,
PEDAGANG PAKAIAN JADI H YUNUS,"Jl. Menteng Wadas Timur, Jakarta Selatan",,Jl. Menteng Wadas Timur,,,,,Jakarta Selatan,,,,,Usaha Mikro ,Perdagangan,,PERORANGAN,,
PEDAGANG PAKAIAN MADONNA,Pasaraya Grande,Pasaraya Grande,,,,,,Jakarta Selatan,,,,,Usaha Mikro ,Perdagangan,,PERORANGAN,,
PEDAGANG PAKAIAN MASTUNI,"Jl. Melawai IX, Jakarta Selatan",,Jl. Melawai IX,,,,,Jakarta Selatan,,,,,Usaha Mikro ,Perdagangan,,PERORANGAN,,
PEDAGANG PAKAIAN MISRO,"Jl. Bali Matraman, Jakarta Selatan",,Jl. Bali Matraman,,,,,Jakarta Selatan,,,,,Usaha Mikro ,Perdagangan,,PERORANGAN,,
PEDAGANG PAKAIAN MUHIDIN,"Jl. Ciledug Raya Itc Mas Lantai I, Jakarta Selatan",,Jl. Ciledug Raya Itc Mas Lantai I,,,,,Jakarta Selatan,,72790925,,,,Perdagangan,,PERORANGAN,,
PEDAGANG PAKAIAN NANDA,"Jl. Melawai IV Sebelah Timur, Jakarta Selatan",,Jl. Melawai IV Sebelah Timur,,,,,Jakarta Selatan,,,,,Usaha Mikro ,Perdagangan,,PERORANGAN,,
PEDAGANG PAKAIAN PINAR,"Jl. Melawai III Sebelah Timur, Jakarta Selatan",,Jl. Melawai III Sebelah Timur,,,,,Jakarta Selatan,,,,,Usaha Mikro ,Perdagangan,,PERORANGAN,,
PEDAGANG PAKAIAN POINT ONE,Pasaraya Grande,Pasaraya Grande,,,,,,Jakarta Selatan,,0218334237,,,Usaha Mikro ,Perdagangan,,PERORANGAN,,
PEDAGANG PAKAIAN SECOND SYARIFUDIN,"Jl. Ciputat Raya Halaman Mesjid Jami Nimatul Ijtihad, Jakarta Selatan",,Jl. Ciputat Raya Halaman Mesjid Jami Nimatul Ijtihad,,,,,Jakarta Selatan,,88328582,,,Usaha Mikro ,Perdagangan,,PERORANGAN,,
PEDAGANG PAKAIAN TIDUR GUSMAN,"Jl. Sunan Ngampel Belakang Pln Pusat Kebayoran Baru, Jakarta Selatan",,Jl. Sunan Ngampel Belakang Pln Pusat Kebayoran Baru,,,,,Jakarta Selatan,,,,,Usaha Mikro ,Perdagangan,,PERORANGAN,,
PEDAGANG PAKAIAN YUSHAR,Halaman Parkir Pd Pasar Jaya,Halaman Parkir Pd Pasar Jaya,,,,,,Jakarta Selatan,,085617321612,,,Usaha Mikro ,Perdagangan,,PERORANGAN,,
PEDAGANG PANGSIT DANI,"Jl. H Tholib, Jakarta Selatan",,Jl. H Tholib,,,,,Jakarta Selatan,,,,,Usaha Mikro ,Perdagangan,,PERORANGAN,,
PEDAGANG PANGSIT SASTRO,"Jl. Pondok Jaya Iv, Jakarta Selatan",,Jl. Pondok Jaya Iv,,,,,Jakarta Selatan,,,,,Usaha Mikro ,Perdagangan,,PERORANGAN,,
PEDAGANG PECEL AYAM OYON,H Samali,H Samali,,,,,,Jakarta Selatan,,,,,Usaha Mikro ,Perdagangan,,PERORANGAN,,
PEDAGANG PECEL LELE WARDOYO,"Jl. Persada Raya, Jakarta Selatan",,Jl. Persada Raya,,,,,Jakarta Selatan,,,,,Usaha Mikro ,Perdagangan,,PERORANGAN,,
PEDAGANG PECEL RETNO,"Jl. Bangka 9, Jakarta Selatan",,Jl. Bangka 9,,,,,Jakarta Selatan,,,,,Usaha Mikro ,Perdagangan,,PERORANGAN,,
PEDAGANG PECEL SUMANTIJAH,"Jl. Kemandoran Viii, Jakarta Selatan",,Jl. Kemandoran Viii,,,,,Jakarta Selatan,,,,,Usaha Mikro ,Perdagangan,,PERORANGAN,,
PEDAGANG PECEL SUMIYEM,"Jl. Karya No. 6, Jakarta Selatan",,Jl. Karya No. 6,,,,,Jakarta Selatan,,,,,Usaha Mikro ,Perdagangan,,PERORANGAN,,
PEDAGANG PECEL WIJI,Gang Sd,Gang Sd,,,,,,Jakarta Selatan,,,,,Usaha Mikro ,Perdagangan,,PERORANGAN,,
PEDAGANG PECEL YANTO,"Jl. Mawar Raya, Jakarta Selatan",,Jl. Mawar Raya,,,,,Jakarta Selatan,,08563766706,,,Usaha Mikro ,Perdagangan,Dagang nasi pecel ayam,PERORANGAN,,
PEDAGANG PEM PEK NURDIA,"Jl. H Dilun No. 22 A, Jakarta Selatan",,Jl. H Dilun No. 22 A,,,,,Jakarta Selatan,,99741027,,,Usaha Mikro ,Perdagangan,,PERORANGAN,,
PEDAGANG PEMPEK / RIYANTO,"Jl. H Aom, RT002/008, Jakarta Selatan",,Jl. H Aom,002,008,,,Jakarta Selatan,,,,,Usaha Mikro ,Perdagangan,,PERORANGAN,,
PEDAGANG PEMPEK ANZAR,"Jl. Perdagangan I, Jakarta Selatan",,Jl. Perdagangan I,,,,,Jakarta Selatan,,085692717965,,,Usaha Mikro ,Perdagangan,,PERORANGAN,,
PEDAGANG PEMPEK MUDASIR,"Jl. Menteng Wadas, Jakarta Selatan",,Jl. Menteng Wadas,,,,,Jakarta Selatan,,,,,Usaha Mikro ,Perdagangan,,PERORANGAN,,
PEDAGANG PEMPEK RONI,"Jl. Pedurenan Masjid 3, Jakarta Selatan",,Jl. Pedurenan Masjid 3,,,,,Jakarta Selatan,,,,,Usaha Mikro ,Perdagangan,,PERORANGAN,,
PEDAGANG PEMPEK ROY,"Jl. H Nuh, Jakarta Selatan",,Jl. H Nuh,,,,,Jakarta Selatan,,,,,Usaha Mikro ,Perdagangan,,PERORANGAN,,
PEDAGANG PERABOT DAPUR SOHANI,"Jl. Kemang Utara Pasar Warung Buncit, Jakarta Selatan",,Jl. Kemang Utara Pasar Warung Buncit,,,,,Jakarta Selatan,,,,,Usaha Mikro ,Perdagangan,,PERORANGAN,,
