No.,Nama & Alamat,Kegiatan Usaha,Badan Hukum
8386,"*PD JAYA MULYA SUNARTO*
Jl angkasa no 21

Jakarta Pusat -
Ph:02142830685 / Fax: / Hp:","Usaha Mikro (Jasa) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
8387,"*PD KARYA KELUARGA*
Jl kramat ii no 86a

Jakarta Pusat -
Ph: / Fax: / Hp:","Usaha Mikro (Jasa) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
8388,"*PD KAYU ALAM*
Jl peta barat

Jakarta Barat -
Ph: / Fax: / Hp:","Usaha Mikro (Jasa) 
Usaha pembuatan kusen dan jendela","PERORANGAN
Siup:
NPWP:"
8389,"*PD KEMBANG JAYA*
Jl pasar minggu

Jakarta Barat -
Ph: / Fax: / Hp:","Usaha Mikro (Jasa / Produksi Lainnya) 
Membuat kusen dari kayu","PERORANGAN
Siup:
NPWP:"
8390,"*PD KUDA MAS*
Jl sukardo wiryanoto no 2

Jakarta Pusat -
Ph:3865203 / Fax:3458452 / Hp:","Usaha Mikro (Perdagangan) 
Dagang ban mobil","PERORANGAN
Siup:
NPWP:"
8391,"*PD LAUTAN MAS*
Jl muara karang raya no 83

Jakarta Utara -
Ph:6601978 / Fax: / Hp:","Usaha Mikro (Perdagangan) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
8392,"*PD MAKMUR*
Jl bukit duri pangkalan no 16

Jakarta Selatan -
Ph:8303736 / Fax: / Hp:","Usaha Mikro (Jasa / Produksi Lainnya) 
Industri kusen","PERORANGAN
Siup:
NPWP:"
8393,"*PD MEDIA PARTS*
Stasiun ka sawah besar s no 10

Jakarta Pusat -
Ph:0213512034 / Fax: / Hp:","Usaha Mikro (Jasa) 
Suplier spare part mobil","PERORANGAN
Siup:
NPWP:"
8394,"*PD MURNI KARYA SUPRIAYNTO*
Kp kramat

Jakarta Timur -
Ph: / Fax: / Hp:","Usaha Mikro (Jasa / Produksi Lainnya) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
8395,"*PD MURNI MANDIRI*
Jl kali baru barat i n0 18

Jakarta Utara -
Ph: / Fax: / Hp:","Usaha Mikro (Perdagangan) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
8396,"*PD PRIMA ABADI*
Komp roxi mas jl kh hasyim ashari blk b 2 no 30

Jakarta Pusat -
Ph:0216327740 / Fax:0216327634 / Hp:","Usaha Mikro (Jasa / Produksi Lainnya) 
Pembuatan bahan gigi palsu","PERORANGAN
Siup:
NPWP:"
8397,"*PD PUTRA PUTRI*
Jl cipeucang v no 48

Jakarta Utara -
Ph: / Fax: / Hp:","Usaha Mikro (Jasa / Produksi Lainnya) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
8398,"*PD REJEKI MURNI*
Ps mobil kemayoran blok a

Jakarta Pusat -
Ph:65833218 / Fax: / Hp:","Usaha Mikro (Perdagangan) 
Perdagangan aksesoris mobil","PERORANGAN
Siup:
NPWP:"
8399,"*PD ROYAL*
Jl bangau 5

Jakarta Pusat -
Ph: / Fax: / Hp:","Usaha Mikro (Perdagangan) 
Dagang pakaian dewasa","PERORANGAN
Siup:
NPWP:"
8400,"*PD SAKURA*
Jl gunung sahari raya

Jakarta Pusat -
Ph: / Fax: / Hp:","Usaha Mikro (Perdagangan) 
Dagang suku cadang","PERORANGAN
Siup:
NPWP:"
8401,"*PD SAROHA CHANDRA JANY*
Jl krekot jaya blok a 2 no 6

Jakarta Pusat -
Ph:0212313366 / Fax: / Hp:","Usaha Mikro (Perdagangan) 
Dagang spare part mobil","PERORANGAN
Siup:
NPWP:"
8402,"*PD SEDERHANA JAYA*
Jl marunda baru

Jakarta Utara -
Ph: / Fax: / Hp:","Usaha Mikro (Jasa) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
8403,"*PD SELAMAT JAYA*
Jl taman sari raya no 56gh

Jakarta Barat -
Ph: / Fax: / Hp:","Usaha Mikro (Perdagangan) 
Dagang spareparts mobil","PERORANGAN
Siup:
NPWP:"
8404,"*PD SEMAR JAYA*
Jl dalang

Jakarta Timur -
Ph: / Fax: / Hp:","Usaha Mikro (Jasa) 
Pembutan kusen pintu, jendela","PERORANGAN
Siup:
NPWP:"
8405,"*PD SINAR DIAN*
Jl setia no 2

Jakarta Timur -
Ph: / Fax: / Hp:","Usaha Mikro (Jasa / Produksi Lainnya) 
Industri rambu lalu lintas","PERORANGAN
Siup:
NPWP:"
8406,"*PD SINAR KASIH*
Jl bungur besar no 158

Jakarta Pusat -
Ph: / Fax: / Hp:","Usaha Mikro (Jasa / Produksi Lainnya) 
Pembuatan tissu","PERORANGAN
Siup:
NPWP:"
8407,"*PD SINDANG GARUDA*
Jl raya joglo

Jakarta Barat -
Ph: / Fax: / Hp:","Usaha Mikro (Jasa / Produksi Lainnya) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
8408,"*PD SUMBER HARTA*
Jl raya cilincing

Jakarta Utara -
Ph: / Fax: / Hp:","Usaha Mikro (Jasa / Produksi Lainnya) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
8409,"*PD SURYA FAJAR*
Jl pinangsia i

Jakarta Barat -
Ph: / Fax: / Hp:","Usaha Mikro (Perdagangan) 
Dagang tripleks","PERORANGAN
Siup:
NPWP:"
8410,"*PD SURYA UNGGUH NATURAL*
Jl tanah sereal xvi no 10

Jakarta Barat -
Ph: / Fax: / Hp:","Usaha Mikro (Jasa) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
8411,"*PD TUNAS JAYA MAKMUR*
Jl ruko galari

Jakarta Barat -
Ph: / Fax: / Hp:","Usaha Mikro (Jasa) 
Bahan konstruksi sejenis asbes","PERORANGAN
Siup:
NPWP:"
8412,"*PD UNIO MOTOR*
Jl teluk gong raya

Jakarta Utara -
Ph: / Fax: / Hp:","Usaha Mikro (Perdagangan) 
Dagang spare part motor","PERORANGAN
Siup:
NPWP:"
8413,"*PD UTAMA JATI*  
Jl rawa binong no 51 f

Jakarta Timur -
Ph:0813324077727 / Fax: / Hp:","Usaha Mikro (Jasa / Produksi Lainnya) 
Membuat kusen, pintu jendela","PERORANGAN
Siup:
NPWP:"
8414,"*PDM M S JAYA*
Jl pik blok a no 106

Jakarta Timur -
Ph:46823069 / Fax: / Hp:","Usaha Mikro (Jasa / Produksi Lainnya) 
Membuat kompor minyak tanah","PERORANGAN
Siup:
NPWP:"
8415,"*PEAGANG BAKSO OMAN*
Gg waru depan sd al-masnuniayah

Jakarta Selatan -
Ph:085280552613 / Fax: / Hp:","Usaha Mikro (Perdagangan) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
8416,"*PEC*
Jl srengseng raya no 21

Jakarta Barat -
Ph:0215856555 / Fax: / Hp:","Usaha Mikro (Jasa) 
Jasa pendidikan bahasa inggris","PERORANGAN
Siup:
NPWP:"
8417,"*PEC (PRACTICAL EDUCATION CENTER) C1*
Cengkareng indah blok fc no 17

Jakarta Barat -
Ph:54366639 / Fax: / Hp:","Usaha Mikro (Jasa) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
8418,"*PEC PUJIANTO*
Ruko galaxi a 6

Jakarta Barat -
Ph: / Fax: / Hp:","Usaha Mikro (Jasa) 
Jasa pendidikan","PERORANGAN
Siup:
NPWP:"
8419,"*PEDAGANG ES JUICE GINO*
Jl bangka ii gg 2

Jakarta Selatan -
Ph: / Fax: / Hp:","Usaha Mikro (Perdagangan) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
8420,"*PEDAGANG GORENGAN INU*
Menteng rawa jelawe

Jakarta Selatan -
Ph: / Fax: / Hp:","Usaha Mikro (Perdagangan) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
8421,"*PEDAGANG NASI GORENG ROSYIDIN*
Jl darmawangsa ii

Jakarta Selatan -
Ph: / Fax: / Hp:","Usaha Mikro (Perdagangan) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
8422,"*PEDAGANG SEPATU YAYA*
Pd pasar jaya ps rumput

Jakarta Selatan -
Ph: / Fax: / Hp:","Usaha Mikro (Perdagangan) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
8423,"*PEDAGANG ACCESORIS ACHMAD*
Jl kemandoran i

Jakarta Selatan -
Ph: / Fax: / Hp:","Usaha Mikro (Perdagangan) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
8424,"*PEDAGANG AGAR-AGAR EWIN*
Jl kemandoran viii

Jakarta Selatan -
Ph: / Fax: / Hp:","Usaha Mikro (Perdagangan) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
8425,"*PEDAGANG AGAR-AGAR TOMY*
Jl seha ii

Jakarta Selatan -
Ph: / Fax: / Hp:","Usaha Mikro (Perdagangan) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
8426,"*PEDAGANG AIR MINUM TIRTA JAYA*
Jl mampang prapatan raya no 25

Jakarta Selatan -
Ph:021-7974866 / Fax: / Hp:","Usaha Mikro (Perdagangan) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
8427,"*PEDAGANG AKSESORIES ARIP*
Gg bento no 15 b

Jakarta Selatan -
Ph: / Fax: / Hp:","Usaha Mikro (Perdagangan) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
8428,"*PEDAGANG AKSESORIS BEWOK*
Jl s hasanudin dalam

Jakarta Selatan -
Ph: / Fax: / Hp:","Usaha Mikro (Perdagangan) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
8429,"*PEDAGANG AKSESORIS DUL*
Jl darmawangsa raya

Jakarta Selatan -
Ph: / Fax: / Hp:","Usaha Mikro (Perdagangan) 
Dagang asessoris wanita","PERORANGAN
Siup:
NPWP:"
8430,"*PEDAGANG AKSESORIS MOTOR ANDRI*
Jl hr rasuna said gg h cokong

Jakarta Selatan -
Ph: / Fax: / Hp:","Usaha Mikro (Perdagangan) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
8431,"*PEDAGANG AKSESORIS USEP*
Jl tebah ii

Jakarta Selatan -
Ph: / Fax: / Hp:","Usaha Mikro (Perdagangan) 
Menjual asesoris wanita","PERORANGAN
Siup:
NPWP:"
8432,"*PEDAGANG AKSESORIS WAWAN*
Jl melawai iv sebelah timur

Jakarta Selatan -
Ph: / Fax: / Hp:","Usaha Mikro (Perdagangan) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
8433,"*PEDAGANG ALAT LEDENG AMIN*
Jl kerinci raya jj 22 no 73

Jakarta Selatan -
Ph:72798668 / Fax: / Hp:","Usaha Mikro (Perdagangan) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
8434,"*PEDAGANG ALAT LEDENG MULYADI*
Jl kerinci raya jj 22 no 102

Jakarta Selatan -
Ph: / Fax: / Hp:","Usaha Mikro (Perdagangan) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
8435,"*PEDAGANG ALAT LISTRIK MUHAMAD*
Jl kerinci raya jj 22 no 102

Jakarta Selatan -
Ph:72794107 / Fax: / Hp:","Usaha Mikro (Perdagangan) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
8436,"*PEDAGANG ALAT LISTRIK SRI A*
Jl kerinci raya jj 22 no 101

Jakarta Selatan -
Ph: / Fax: / Hp:","Usaha Mikro (Perdagangan) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
8437,"*PEDAGANG ALAT OLAH RAGA SOLEH A*
Jl minangkabau timur

Jakarta Selatan -
Ph: / Fax: / Hp:","Usaha Mikro (Perdagangan) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
8438,"*PEDAGANG ALAT TULIS AL AZHAR*
Jl siaga raya

Jakarta Selatan -
Ph:7971151 / Fax: / Hp:","Usaha Mikro (Perdagangan) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
8439,"*PEDAGANG ALAT-ALAT LISTRIK SODAH*
Pd pasar manggis

Jakarta Selatan -
Ph: / Fax: / Hp:","Usaha Mikro (Perdagangan) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
8440,"*PEDAGANG AQUA GALON TIEN SAN-SAN*
Jl ampera raya no 19 c

Jakarta Selatan -
Ph:7891236 / Fax: / Hp:","Usaha Mikro (Perdagangan) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
8441,"*PEDAGANG ASESORI MARETA ACC*
Pasaraya manggarai lantai dasar

Jakarta Selatan -
Ph: / Fax: / Hp:","Usaha Mikro (Perdagangan) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
8442,"*PEDAGANG ASESORIES HERI*
Gg pootlot dalam

Jakarta Selatan -
Ph: / Fax: / Hp:","Usaha Mikro (Perdagangan) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
8443,"*PEDAGANG ASESORIS MARGO*
Gg mangga

Jakarta Selatan -
Ph: / Fax: / Hp:","Usaha Mikro (Perdagangan) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
8444,"*PEDAGANG ASESORIS MUCHTAR*  
Pasar tebet barat blok c

Jakarta Selatan -
Ph:021-8282384 / Fax: / Hp:","Usaha Mikro (Perdagangan) 
Dagang aksesoris perhiasan","PERORANGAN
Siup:
NPWP:"
8445,"*PEDAGANG ASESORIS RETNO AGUSTINI*
Pasaraya manggarai lantai dasar

Jakarta Selatan -
Ph: / Fax: / Hp:","Usaha Mikro (Jasa) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
8446,"*PEDAGANG ASESORIS YAYAT*
Jl ciputat raya

Jakarta Selatan -
Ph:085213727071 / Fax: / Hp:","Usaha Mikro (Perdagangan) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
8447,"*PEDAGANG ASINAN ALEK*
Jl menteng rawa jelawe

Jakarta Selatan -
Ph: / Fax: / Hp:","Usaha Mikro (Perdagangan) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
8448,"*PEDAGANG ASINAN UJANG*
Jl bangka ii

Jakarta Selatan -
Ph: / Fax: / Hp:","Usaha Mikro (Perdagangan) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
8449,"*PEDAGANG ASONGAN ROKOK JAJA*
Jl rambai 1

Jakarta Selatan -
Ph:081388756289 / Fax: / Hp:","Usaha Mikro (Perdagangan) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
8450,"*PEDAGANG AYAM BAKAR HERRY*
Jl barito 2 rt 02 rw 04

Jakarta Selatan -
Ph: / Fax: / Hp:","Usaha Mikro (Perdagangan) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
8451,"*PEDAGANG AYAM BAKAR JARUL*
Jl duren tiga raya no 12

Jakarta Selatan -
Ph: / Fax: / Hp:","Usaha Mikro (Perdagangan) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
8452,"*PEDAGANG AYAM BAKAR KARSIDI*
Jl melawai viii

Jakarta Selatan -
Ph: / Fax: / Hp:","Usaha Mikro (Perdagangan) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
8453,"*PEDAGANG AYAM BAKAR SISKA*
Jl pln duren tiga

Jakarta Selatan -
Ph:081574899759 / Fax: / Hp:","Usaha Mikro (Perdagangan) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
8454,"*PEDAGANG AYAM BAKAR TALIWANG*
Jl rs fatmawati

Jakarta Selatan -
Ph: / Fax: / Hp:","Usaha Mikro (Perdagangan) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
8455,"*PEDAGANG AYAM GORENG EBIT*
Jl menteng rawa panjang

Jakarta Selatan -
Ph: / Fax: / Hp:","Usaha Mikro (Perdagangan) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
8456,"*PEDAGANG AYAM KENTUCKY JATIM*
Jl kemang barat

Jakarta Selatan -
Ph: / Fax: / Hp:","Usaha Mikro (Perdagangan) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
8457,"*PEDAGANG AYAM MBA NI*
Jl palmerah barat

Jakarta Selatan -
Ph: / Fax: / Hp:","Usaha Mikro (Perdagangan) 
Menjual daging ayam mentah","PERORANGAN
Siup:
NPWP:"
8458,"*PEDAGANG AYAM POTONG FAUZAN*  
Pasar ariat tegal parang

Jakarta Selatan -
Ph:98308455 / Fax: / Hp:","Usaha Mikro (Perdagangan) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
8459,"*PEDAGANG AYAM POTONG JAMALUDIN*
Jl mampang prapatan xi rt 09 rw 01

Jakarta Selatan -
Ph: / Fax: / Hp:","Usaha Mikro (Perdagangan) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
8460,"*PEDAGANG AYAM POTONG LASMINI*
Jl minang kabau dalam ii

Jakarta Selatan -
Ph: / Fax: / Hp:","Usaha Mikro (Perdagangan) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
8461,"*PEDAGANG AYAM POTONG RULIYAT*
Pasar penampungan samping pasar pondok labu

Jakarta Selatan -
Ph:75912205 / Fax: / Hp:","Usaha Mikro (Perdagangan) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
8462,"*PEDAGANG AYAM POTONG TINI*
Jl damai raya

Jakarta Selatan -
Ph: / Fax: / Hp:","Usaha Mikro (Perdagangan) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
8463,"*PEDAGANG AYAM POTONG WARMAN*
Dp pasar jaya

Jakarta Selatan -
Ph: / Fax: / Hp:","Usaha Mikro (Perdagangan) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
8464,"*PEDAGANG AYAM POTONG YUDI*
Jl kampung bali matraman no 18

Jakarta Selatan -
Ph:8282408 / Fax: / Hp:","Usaha Mikro (Perdagangan) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
8465,"*PEDAGANG AYAM SRI HANDAYANI*
Jl rs fatmawati pasar cipete lt dasar

Jakarta Selatan -
Ph: / Fax: / Hp:","Usaha Mikro (Perdagangan) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
8466,"*PEDAGANG AYAM UDIN*
Jl rs fatmawati pasar cipete

Jakarta Selatan -
Ph: / Fax: / Hp:","Usaha Mikro (Perdagangan) 
Dagang ayam potong","PERORANGAN
Siup:
NPWP:"
8467,"*PEDAGANG BAHAN BUYUNG*
Pasar bukit duri

Jakarta Selatan -
Ph:8292597 / Fax: / Hp:","Usaha Mikro (Perdagangan) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
8468,"*PEDAGANG BAJU AGUS*
Jl juragan

Jakarta Selatan -
Ph: / Fax: / Hp:","Usaha Mikro (Perdagangan) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
8469,"*PEDAGANG BAJU BEKAS HERI*
Jl kemang timur

Jakarta Selatan -
Ph: / Fax: / Hp:","Usaha Mikro (Perdagangan) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
8470,"*PEDAGANG BAJU BEKAS RUSLI*
Jl minangkabau timur

Jakarta Selatan -
Ph: / Fax: / Hp:","Usaha Mikro (Perdagangan) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
8471,"*PEDAGANG BAJU JOHARDI*
Jl bendi besar ujung

Jakarta Selatan -
Ph:081381130230 / Fax: / Hp:","Usaha Mikro (Perdagangan) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
8472,"*PEDAGANG BAJU PAWIRO*
Samping pasar pd jaya

Jakarta Selatan -
Ph:08588191231 / Fax: / Hp:","Usaha Mikro (Perdagangan) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
8473,"*PEDAGANG BAKMI DAN SEAFOOD TANJUNG BARAT*
Jl raya tanjung barat no 105

Jakarta Selatan -
Ph:78833358 / Fax: / Hp:","Usaha Mikro (Perdagangan) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
8474,"*PEDAGANG BAKSO AGUNG*
Jl pariaman dalam

Jakarta Selatan -
Ph: / Fax: / Hp:","Usaha Mikro (Perdagangan) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
8475,"*PEDAGANG BAKSO ALEX*
Jl kopo no 65

Jakarta Selatan -
Ph:081389891057 / Fax: / Hp:","Usaha Mikro (Perdagangan) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
8476,"*PEDAGANG BAKSO ANDES*
Jl pengadengan timur no 10

Jakarta Selatan -
Ph:085880291285 / Fax: / Hp:","Usaha Mikro (Perdagangan) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
8477,"*PEDAGANG BAKSO CIPTONO*
Jl simprug golf 2

Jakarta Selatan -
Ph: / Fax: / Hp:","Usaha Mikro (Perdagangan) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
8478,"*PEDAGANG BAKSO DODI SANTOSO*
Gg h mahariy no 20

Jakarta Selatan -
Ph: / Fax: / Hp:","Usaha Mikro (Perdagangan) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
8479,"*PEDAGANG BAKSO GIMAN*
Jl h jian raya

Jakarta Selatan -
Ph: / Fax: / Hp:","Usaha Mikro (Perdagangan) 
Dagang bakso keliling","PERORANGAN
Siup:
NPWP:"
8480,"*PEDAGANG BAKSO GINO*
Jl h ramli no 65

Jakarta Selatan -
Ph: / Fax: / Hp:","Usaha Mikro (Perdagangan) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
8481,"*PEDAGANG BAKSO GIOTO*
Jl bangka raya amal iii

Jakarta Selatan -
Ph: / Fax: / Hp:","Usaha Mikro (Perdagangan) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
8482,"*PEDAGANG BAKSO IDOLA TATANG*
Jl kalibata raya samping fly over

Jakarta Selatan -
Ph: / Fax: / Hp:","Usaha Mikro (Perdagangan) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
8483,"*PEDAGANG BAKSO JOS*  
Lt dasar los a/13

Jakarta Selatan -
Ph: / Fax: / Hp:","Usaha Mikro (Perdagangan) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
8484,"*PEDAGANG BAKSO KANG IBING*
Jl lingkar pasar rumput

Jakarta Selatan -
Ph: / Fax: / Hp:","Usaha Mikro (Perdagangan) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
8485,"*PEDAGANG BAKSO KARSONO*
Jl bek murad

Jakarta Selatan -
Ph: / Fax: / Hp:","Usaha Mikro (Perdagangan) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
8486,"*PEDAGANG BAKSO KOSIDIN*  
Jl rawa simprug 1

Jakarta Selatan -
Ph: / Fax: / Hp:","Usaha Mikro (Perdagangan) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
8487,"*PEDAGANG BAKSO LIM HONG MOY*
Jl tiong

Jakarta Selatan -
Ph: / Fax: / Hp:","Usaha Mikro (Perdagangan) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
8488,"*PEDAGANG BAKSO MALANG DINO*
Jl kirai

Jakarta Selatan -
Ph: / Fax: / Hp:","Usaha Mikro (Perdagangan) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
8489,"*PEDAGANG BAKSO MALANG HENDRO*
Jl menteng pulo

Jakarta Selatan -
Ph: / Fax: / Hp:","Usaha Mikro (Perdagangan) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
8490,"*PEDAGANG BAKSO MALANG MEMET*
Jl. kembang barat ii

Jakarta Selatan -
Ph:08131075531 / Fax: / Hp:","Usaha Mikro (Perdagangan) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
8491,"*PEDAGANG BAKSO MALANG UBAY*
Jl pancoran barat v11

Jakarta Selatan -
Ph: / Fax: / Hp:","Usaha Mikro (Perdagangan) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
8492,"*PEDAGANG BAKSO MAS ATO*
Jl kemandoran viii

Jakarta Selatan -
Ph: / Fax: / Hp:","Usaha Mikro (Perdagangan) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
8493,"*PEDAGANG BAKSO MPUT*
Jl bangka ii

Jakarta Selatan -
Ph: / Fax: / Hp:","Usaha Mikro (Perdagangan) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
8494,"*PEDAGANG BAKSO MUHTADI*
Jl kemang utara ix

Jakarta Selatan -
Ph: / Fax: / Hp:","Usaha Mikro (Perdagangan) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
8495,"*PEDAGANG BAKSO NACA*
Jl kemandoran 1

Jakarta Selatan -
Ph: / Fax: / Hp:","Usaha Mikro (Perdagangan) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
8496,"*PEDAGANG BAKSO NUNG*
Jl bangka iv

Jakarta Selatan -
Ph:71791511 / Fax: / Hp:","Usaha Mikro (Perdagangan) 
Dagang bakso dan minuman","PERORANGAN
Siup:
NPWP:"
8497,"*PEDAGANG BAKSO PARNO*
Jl pengadengan barat v

Jakarta Selatan -
Ph: / Fax: / Hp:","Usaha Mikro (Perdagangan) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
8498,"*PEDAGANG BAKSO SAMIN*
Jl tanah baru v rt 02 rw 01

Jakarta Selatan -
Ph: / Fax: / Hp:","Usaha Mikro (Perdagangan) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
8499,"*PEDAGANG BAKSO SAN GIOK*
Jl royani i

Jakarta Selatan -
Ph: / Fax: / Hp:","Usaha Mikro (Perdagangan) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
8500,"*PEDAGANG BAKSO SLAMET*
Jl komando raya i

Jakarta Selatan -
Ph: / Fax: / Hp:","Usaha Mikro (Perdagangan) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
8501,"*PEDAGANG BAKSO SUKAD*
Jl nangka iv

Jakarta Selatan -
Ph: / Fax: / Hp:","Usaha Mikro (Perdagangan) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
8502,"*PEDAGANG BAKSO SUMIATI*
Jl kemandoran viii

Jakarta Selatan -
Ph: / Fax: / Hp:","Usaha Mikro (Perdagangan) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
8503,"*PEDAGANG BAKSO SUPARTO*
Jl taman patra 14 depan masjid

Jakarta Selatan -
Ph: / Fax: / Hp:","Usaha Mikro (Perdagangan) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
8504,"*PEDAGANG BAKSO SUPRIANTO*
Jl gunawarman

Jakarta Selatan -
Ph: / Fax: / Hp:","Usaha Mikro (Perdagangan) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
8505,"*PEDAGANG BAKSO SUTIMIN*
Jl mawar ii

Jakarta Selatan -
Ph:085280108965 / Fax: / Hp:","Usaha Mikro (Perdagangan) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
8506,"*PEDAGANG BAKSO TARMO*
Jl bulungan

Jakarta Selatan -
Ph: / Fax: / Hp:","Usaha Mikro (Perdagangan) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
8507,"*PEDAGANG BAKSO TRITANTO*
Jl bali matraman

Jakarta Selatan -
Ph: / Fax: / Hp:","Usaha Mikro (Perdagangan) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
8508,"*PEDAGANG BAKSO WARIDI*
Jl sawo

Jakarta Selatan -
Ph: / Fax: / Hp:","Usaha Mikro (Perdagangan) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
8509,"*PEDAGANG BAKSO YANTO*
Jl perjuangan 2

Jakarta Selatan -
Ph:085280185277 / Fax: / Hp:","Usaha Mikro (Perdagangan) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
8510,"*PEDAGANG BAKSO YATNO*
Jl raya lenteng agung

Jakarta Selatan -
Ph: / Fax: / Hp:","Usaha Mikro (Perdagangan) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
8511,"*PEDAGANG BAKWAN MALANG RIDHO*
Jl bangka amal i

Jakarta Selatan -
Ph: / Fax: / Hp:","Usaha Mikro (Perdagangan) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
